,img_name,Threshold_type,Threshold_function,EKI,SSIM,MSE,PSNR
43,malignant(58),BayesShrink,XT,0.999780038450764,0.9899936258924924,0.0006132914198106,32.123331112214174
44,malignant(58),thresholding_fct,XT,0.999780038450764,0.9899936258924924,0.0006132914198106,32.123331112214174
45,malignant(38),VisuShrink,Soft_thresholding,0.9967876890927438,0.9637810341339164,0.0012257833450032,29.115862838015936
46,malignant(38),BayesShrink,Soft_thresholding,0.9967876890927438,0.9637810341339164,0.0012257833450032,29.115862838015936
47,malignant(38),thresholding_fct,Soft_thresholding,0.9967876890927438,0.9637810341339164,0.0012257833450032,29.115862838015936
48,malignant(38),VisuShrink,Hard_thresholding,0.9983868588571336,0.993986247941193,0.0009689225544137,30.137109345435647
49,malignant(38),BayesShrink,Hard_thresholding,0.9983868588571336,0.993986247941193,0.0009689225544137,30.137109345435647
50,malignant(38),thresholding_fct,Hard_thresholding,0.9983868588571336,0.993986247941193,0.0009689225544137,30.137109345435647
51,malignant(38),VisuShrink,XT,0.9983868588571336,0.993986247941193,0.0009689225544137,30.137109345435647
52,malignant(38),BayesShrink,XT,0.9983868588571336,0.993986247941193,0.0009689225544137,30.137109345435647
53,malignant(38),thresholding_fct,XT,0.9983868588571336,0.993986247941193,0.0009689225544137,30.137109345435647
54,malignant(1),VisuShrink,Soft_thresholding,0.9999659697937472,0.9502251113700566,0.0010636370718271,29.73206534250036
55,malignant(1),BayesShrink,Soft_thresholding,0.9999659697937472,0.9502251113700566,0.0010636370718271,29.73206534250036
56,malignant(1),thresholding_fct,Soft_thresholding,0.9999659697937472,0.9502251113700566,0.0010636370718271,29.73206534250036
57,malignant(1),VisuShrink,Hard_thresholding,0.9999711106629736,0.9940920243379848,0.0008830739150875,30.54002943567232
58,malignant(1),BayesShrink,Hard_thresholding,0.9999711106629736,0.9940920243379848,0.0008830739150875,30.54002943567232
59,malignant(1),thresholding_fct,Hard_thresholding,0.9999711106629736,0.9940920243379848,0.0008830739150875,30.54002943567232
60,malignant(1),VisuShrink,XT,0.9999711106629736,0.9940920243379848,0.0008830739150875,30.54002943567232
61,malignant(1),BayesShrink,XT,0.9999711106629736,0.9940920243379848,0.0008830739150875,30.54002943567232
62,malignant(1),thresholding_fct,XT,0.9999711106629736,0.9940920243379848,0.0008830739150875,30.54002943567232
63,malignant(116),VisuShrink,Soft_thresholding,0.99699000170457,0.9389918451162388,0.0012240045878273,29.12216954360096
64,malignant(116),BayesShrink,Soft_thresholding,0.99699000170457,0.9389918451162388,0.0012240045878273,29.12216954360096
65,malignant(116),thresholding_fct,Soft_thresholding,0.99699000170457,0.9389918451162388,0.0012240045878273,29.12216954360096
66,malignant(116),VisuShrink,Hard_thresholding,0.9975332685137158,0.9912171030411282,0.0007098582200811,31.48828384217691
67,malignant(116),BayesShrink,Hard_thresholding,0.9975332685137158,0.9912171030411282,0.0007098582200811,31.48828384217691
68,malignant(116),thresholding_fct,Hard_thresholding,0.9975332685137158,0.9912171030411282,0.0007098582200811,31.48828384217691
69,malignant(116),VisuShrink,XT,0.9975332685137158,0.9912171030411282,0.0007098582200811,31.48828384217691
70,malignant(116),BayesShrink,XT,0.9975332685137158,0.9912171030411282,0.0007098582200811,31.48828384217691
71,malignant(116),thresholding_fct,XT,0.9975332685137158,0.9912171030411282,0.0007098582200811,31.48828384217691
72,benign(109),VisuShrink,Soft_thresholding,0.9969894332288814,0.945424792593432,0.0009797308570166,30.08893213456654
73,benign(109),BayesShrink,Soft_thresholding,0.9969894332288814,0.945424792593432,0.0009797308570166,30.08893213456654
74,benign(109),thresholding_fct,Soft_thresholding,0.9969894332288814,0.945424792593432,0.0009797308570166,30.08893213456654
75,benign(109),VisuShrink,Hard_thresholding,0.9981378085401404,0.9909272726943578,0.0006976493025476,31.563628356044816
76,benign(109),BayesShrink,Hard_thresholding,0.9981378085401404,0.9909272726943578,0.0006976493025476,31.563628356044816
77,benign(109),thresholding_fct,Hard_thresholding,0.9981378085401404,0.9909272726943578,0.0006976493025476,31.563628356044816
78,benign(109),VisuShrink,XT,0.9981378085401404,0.9909272726943578,0.0006976493025476,31.563628356044816
79,benign(109),BayesShrink,XT,0.9981378085401404,0.9909272726943578,0.0006976493025476,31.563628356044816
80,benign(109),thresholding_fct,XT,0.9981378085401404,0.9909272726943578,0.0006976493025476,31.563628356044816
81,benign(313),VisuShrink,Soft_thresholding,0.9961264104374522,0.9563507614908658,0.0003335586787563,34.76827755095433
82,benign(313),BayesShrink,Soft_thresholding,0.9961264104374522,0.9563507614908658,0.0003335586787563,34.76827755095433
83,benign(313),thresholding_fct,Soft_thresholding,0.9961264104374522,0.9563507614908658,0.0003335586787563,34.76827755095433
84,benign(313),VisuShrink,Hard_thresholding,0.9965885614793942,0.9979323777946306,6.840650268871832e-05,41.64902612496321
85,benign(313),BayesShrink,Hard_thresholding,0.9965885614793942,0.9979323777946306,6.840650268871832e-05,41.64902612496321
86,benign(313),thresholding_fct,Hard_thresholding,0.9965885614793942,0.9979323777946306,6.840650268871832e-05,41.64902612496321
87,benign(313),VisuShrink,XT,0.9965885614793942,0.9979323777946306,6.840650268871832e-05,41.64902612496321
88,benign(313),BayesShrink,XT,0.9965885614793942,0.9979323777946306,6.840650268871832e-05,41.64902612496321
89,benign(313),thresholding_fct,XT,0.9965885614793942,0.9979323777946306,6.840650268871832e-05,41.64902612496321
90,benign(421),VisuShrink,Soft_thresholding,0.9975751855557284,0.9357058586296484,0.0008826885586423,30.54192502675932
91,benign(421),BayesShrink,Soft_thresholding,0.9975751855557284,0.9357058586296484,0.0008826885586423,30.54192502675932
92,benign(421),thresholding_fct,Soft_thresholding,0.9975751855557284,0.9357058586296484,0.0008826885586423,30.54192502675932
93,benign(421),VisuShrink,Hard_thresholding,0.9980250047446402,0.9906057588144024,0.0006162391760131,32.102506958510645
94,benign(421),BayesShrink,Hard_thresholding,0.9980250047446402,0.9906057588144024,0.0006162391760131,32.102506958510645
95,benign(421),thresholding_fct,Hard_thresholding,0.9980250047446402,0.9906057588144024,0.0006162391760131,32.102506958510645
96,benign(421),VisuShrink,XT,0.9980250047446402,0.9906057588144024,0.0006162391760131,32.102506958510645
97,benign(421),BayesShrink,XT,0.9980250047446402,0.9906057588144024,0.0006162391760131,32.102506958510645
98,benign(421),thresholding_fct,XT,0.9980250047446402,0.9906057588144024,0.0006162391760131,32.102506958510645
99,benign(341),VisuShrink,Soft_thresholding,0.9998437799641018,0.9588492533495813,0.0009379862415736062,30.27803531826143
100,benign(341),BayesShrink,Soft_thresholding,0.9998437799641018,0.9588492533495813,0.0009379862415736062,30.27803531826143
101,benign(341),thresholding_fct,Soft_thresholding,0.9998437799641018,0.9588492533495813,0.0009379862415736062,30.27803531826143
102,benign(341),VisuShrink,Hard_thresholding,0.9998785249748243,0.9925197167395178,0.0005062709638636208,32.956169799712775
103,benign(341),BayesShrink,Hard_thresholding,0.9998785249748243,0.9925197167395178,0.0005062709638636208,32.956169799712775
104,benign(341),thresholding_fct,Hard_thresholding,0.9998785249748243,0.9925197167395178,0.0005062709638636208,32.956169799712775
105,benign(341),VisuShrink,XT,0.9998785249748243,0.9925197167395178,0.0005062709638636208,32.956169799712775
106,benign(341),BayesShrink,XT,0.9998785249748243,0.9925197167395178,0.0005062709638636208,32.956169799712775
107,benign(341),thresholding_fct,XT,0.9998785249748243,0.9925197167395178,0.0005062709638636208,32.956169799712775
